component_id,name,kind,project,backend,lifecycle_state,executable_now,executable_via_public_source,fetchable,mapped_public_sources,category,blocking_reason,license_spdx
agentomics.tool.run_experiment,run_experiment,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: agentomics, timeout_function_decorator, wandb",MIT
agentomics.tool.run_inference_in_docker,run_inference_in_docker,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.run_inference_on_split,run_inference_on_split,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.run_inference_script,run_inference_script,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.run_inference_workflow,run_inference_workflow,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
stella.tool.run_iqtree_reconstruct_phylogenetic_trees,run_iqtree_reconstruct_phylogenetic_trees,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Bio, smolagents",Apache-2.0
stella.tool.run_jailbreak_hiv,run_jailbreak_hiv,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: new_tools, smolagents",Apache-2.0
stella.tool.run_job,run_job,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'stella',Apache-2.0
agentomics.tool.run_meta_flowables,run_meta_flowables,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
stella.tool.run_mmseqs_cluster,run_mmseqs_cluster,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Bio, smolagents",Apache-2.0
stella.tool.run_mmseqs_search,run_mmseqs_search,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Bio, smolagents",Apache-2.0
stella.tool.run_one_task,run_one_task,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
stella.tool.run_prime_mutation_prediction,run_prime_mutation_prediction,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Bio, smolagents",Apache-2.0
stella.tool.run_prime_ogt_prediction,run_prime_ogt_prediction,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Bio, smolagents",Apache-2.0
agentomics.tool.run_python_in_docker,run_python_in_docker,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.run_python_in_environment,run_python_in_environment,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
biomni.tool.run_python_repl,run_python_repl,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
agentomics.tool.run_report_workflow,run_report_workflow,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
stella.tool.run_script,run_script,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: PyPDF2, arxiv, bs4, googlesearch, markdownify, pymed",Apache-2.0
stella.tool.run_shell_command,run_shell_command,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: PyPDF2, arxiv, bs4, googlesearch, markdownify, pymed",Apache-2.0
stella.tool.run_stella_subprocess,run_stella_subprocess,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
agentomics.tool.run_training_workflow,run_training_workflow,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.run_workflow,run_workflow,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: agentomics, wandb",MIT
agentomics.tool.safe_read_csv,safe_read_csv,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
autoba.tool.sample_top_p,sample_top_p,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fairscale, llama, torch",MIT
stella.tool.sanitize_bio_dataset,sanitize_bio_dataset,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: smolagents,Apache-2.0
crispr-gpt.tool.save_chat,save_chat,tool,CRISPR-GPT,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,NONE
agentomics.tool.save_config,save_config,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
robin.tool.save_crow_files,save_crow_files,tool,Robin,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,Apache-2.0
agentomics.tool.save_dataset_metadata,save_dataset_metadata,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
robin.tool.save_falcon_files,save_falcon_files,tool,Robin,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,Apache-2.0
stella.tool.save_json,save_json,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'stella',Apache-2.0
genomas.tool.save_last_cohort_info,save_last_cohort_info,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
genomas.tool.save_result,save_result,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: sparse_lmm,MIT
agentomics.tool.save_step_output,save_step_output,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
stella.tool.save_successful_skill,save_successful_skill,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Knowledge_base, dotenv, llm, markdownify, mcp, mem0",Apache-2.0
stella.tool.screen_data_analysis,screen_data_analysis,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: dotenv, llm, markdownify, rapidfuzz, smolagents",Apache-2.0
origenemcp.tool.search_category_counts_by_query_string,search_category_counts_by_query_string,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,opentargets,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
origenemcp.tool.search_chembl_id_lookup,search_chembl_id_lookup,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,chembl,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
origenemcp.tool.search_gene_centric,search_gene_centric,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,uniprot,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
stella.tool.search_github_code,search_github_code,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: PyPDF2, arxiv, bs4, googlesearch, markdownify, pymed",Apache-2.0
stella.tool.search_github_repositories,search_github_repositories,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: PyPDF2, arxiv, bs4, googlesearch, markdownify, pymed",Apache-2.0
biomni.tool.search_google,search_google,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
stella.tool.search_google_basic,search_google_basic,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: PyPDF2, arxiv, bs4, googlesearch, markdownify, pymed",Apache-2.0
origenemcp.tool.search_protein_classification,search_protein_classification,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,chembl,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
biomni.tool.search_protocols,search_protocols,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
origenemcp.tool.search_pubchem_advanced,search_pubchem_advanced,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,pubchem,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
origenemcp.tool.search_pubchem_by_name,search_pubchem_by_name,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,pubchem,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
stella.tool.search_skills_by_keyword,search_skills_by_keyword,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Knowledge_base, dotenv, llm, markdownify, mcp, mem0",Apache-2.0
origenemcp.tool.search_uniref_clusters,search_uniref_clusters,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,uniprot,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
stella.tool.search_with_serpapi,search_with_serpapi,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: PyPDF2, arxiv, bs4, googlesearch, markdownify, pymed",Apache-2.0
genomas.tool.select_and_load_cohort,select_and_load_cohort,tool,GenoMAS,python,UNAVAILABLE,False,True,False,clinicaltrials,ROUTABLE - equivalent live public source available,missing python modules: sparse_lmm,MIT
genomas.tool.select_cohorts,select_cohorts,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: tools, tqdm, utils",MIT
agentomics.tool.select_csv_label_column,select_csv_label_column,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: agentomics, rich",MIT
agentomics.tool.select_positive_class,select_positive_class,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: agentomics, rich",MIT
stella.tool.select_scores,select_scores,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'stella',Apache-2.0
agentomics.tool.select_task_type,select_task_type,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: agentomics, rich",MIT
stella.tool.sequence_check,sequence_check,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'stella',Apache-2.0
genomas.tool.setup_arg_parser,setup_arg_parser,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
agentomics.tool.setup_logging,setup_logging,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: agentomics, wandb, weave",MIT
stella.tool.simple_llm_call,simple_llm_call,tool,STELLA,python,UNAVAILABLE,False,True,False,clinicaltrials,ROUTABLE - equivalent live public source available,"missing python modules: dotenv, openai",Apache-2.0
biomni.tool.simulate_whole_cell_ode_model,simulate_whole_cell_ode_model,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
biomedarena.tool.sleep_score,sleep_score,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
stella.tool.smart_search_router,smart_search_router,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: PyPDF2, arxiv, bs4, googlesearch, markdownify, pymed",Apache-2.0
crispr-gpt.tool.sort_table,sort_table,tool,CRISPR-GPT,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,NONE
stella.tool.split_result_and_answers,split_result_and_answers,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
agentomics.tool.step_body_to_flowables,step_body_to_flowables,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
origenemcp.tool.stream_gene_centric,stream_gene_centric,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,uniprot,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
origenemcp.tool.stream_uniparc_cross_references_by_upi,stream_uniparc_cross_references_by_upi,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,uniprot,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
origenemcp.tool.stream_uniref_clusters,stream_uniref_clusters,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,uniprot,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
stella.tool.string_database_search,string_database_search,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: dotenv, llm, markdownify, rapidfuzz, smolagents",Apache-2.0
biomedarena.tool.string_request,string_request,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: harness, httpx",MIT
crispr-gpt.tool.subset_between,subset_between,tool,CRISPR-GPT,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,NONE
crispr-gpt.tool.subset_value,subset_value,tool,CRISPR-GPT,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,NONE
origenemcp.tool.target_disease_evidence,target_disease_evidence,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,ensembl;opentargets,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
origenemcp.tool.tavily_search,tavily_search,tool,OrigeneMCP,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,NONE
genomas.tool.tcga_convert_age,tcga_convert_age,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
genomas.tool.tcga_convert_gender,tcga_convert_gender,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
genomas.tool.tcga_convert_trait,tcga_convert_trait,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
genomas.tool.tcga_get_relevant_filepaths,tcga_get_relevant_filepaths,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
genomas.tool.tcga_select_clinical_features,tcga_select_clinical_features,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
autoba.tool.test1,test1,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
autoba.tool.test2,test2,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
autoba.tool.test3,test3,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
stella.tool.test_evaluate_response,test_evaluate_response,tool,STELLA,python,UNAVAILABLE,False,True,False,clinicaltrials,ROUTABLE - equivalent live public source available,missing python modules: smolagents,Apache-2.0
stella.tool.test_kegg_pathway_search,test_kegg_pathway_search,tool,STELLA,python,UNAVAILABLE,False,True,False,clinicaltrials;kegg,ROUTABLE - equivalent live public source available,missing python modules: smolagents,Apache-2.0
stella.tool.test_protocol_evaluator,test_protocol_evaluator,tool,STELLA,python,UNAVAILABLE,False,True,False,clinicaltrials,ROUTABLE - equivalent live public source available,missing python modules: smolagents,Apache-2.0
biomni.tool.test_pylabrobot_script,test_pylabrobot_script,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
